content,score
"Makin ke sana makin ngelunjak lu ya iklan, tolonglah gw mau dengerin musik dengan tenang eh tiba-tiba ada iklan ""TAREEK TAREEKK"" ganggu banget anj+suka ngeplay musik yang ga ada di dalam daftar musik favorit, itu tuh yang bikin mood jadi rusak kalo dengerin musik >:(",4
"Aplikasi ini sngt baguuuss, ini sngt menghibur sy kektika sy sdng kesepian dn sy bisa memutar lagu favorit sy,,,,,, tp ad satu hal yg mengganggu yaitu IKLAN NY BANGH TERLALU SERINGGG,baru dua lagu keputar ni ya, udh ad iklan trs, dan begitu trs (dua lagu keputar ad iklan lagi dan lagi )",4
"kenapa ditengah2 lagu sering mati, jadi ngulang berkali2, cache sdh dibersihkan juga masih tetap sama, jaringan pun juga bagus. Harus stay di room spotify nya supaya ga mati, jadinya ga bisa sambil main hp. I feel very annoyed about this🙏",3
"Sebenarnya aplikasi ini sudah bagus. Kita bisa mendengarkan lagu dan podcast yang sesuai dengan diri kita, banyak genre yang dapat kita pilih. Tambahan lirik pada setiap lagu dengan terjemahan juga profil Artistnya. Bisa berkolaborasi dengan teman, dan membuat playlist masing-masing. Hanya kekurangannya terletak pada iklan dan ada beberapa lagu yang langsung salah server dari playlist yang kita buat. Saya tahu itu adalah kebijakan dari programnya, tapi hal itu bisa membuat para pengguna sedih.",4
"Aplikasinya bagus dan lumayan lengkap lagunya, yang buat jelek hanya iklannya yang terlalu sering, masa iklan per 2 lagu.... bikin malas untuk make aplikasi ini lagi",3
"Kepada pihak spotify, saya sangat menghargai kerja keras kalian karena telah menyediakan kami tempat untuk mendengarkan musik bahkan secara gratis. tapi di mohon perkembangannya lah, kenapa lagu² jadi tidak ada liriknya? dan tolong untuk iklannya jangan podcast horror (terus menerus). saya mendengarkan playlist saya dan iklannya podcast horor doang, lama² saya geram juga. tolong jawabannya jangan menyuruh saya untuk berganti menjadi premium, lebih baik kurangi saja iklan horornya. terimakasih.",2
"Aplikasi yang sangat recommended banget sih kalo ini. Bisa buat playlist lagu dan semua lagu kayaknya ada semua di Aplikasi Spotify ini. Dari lagu K-Pop, Intro Anime, Lagu Barat, Lagu Galau dan yang lainnya semuanya pasti ada di Aplikasi ini. Langsung download dan jangan pernah uninstall kalo gamau MENYESAL.",5
"Banyak iklannya, menyebalkan tiap ganti lagu selalu ada iklan, apalagi iklan horor2 paling ga suka!!! Musiknya juga dibatasin ga boleh bnyk milih, mentang2 blm premium!!! Terlalu komersilll!!!!",1
"Ini kenapa lirik di beberapa lagu hilang dan selalu ada tulisan ""tidak dapat memuat lirik untuk lagu ini"" padahal sebelumnya lirik nya itu ada. Maksa banget premium masa cuma mau dengerin lagu sesuka hati kita harus premium dulu, jadi gak nyaman untuk iklan sih aku gak masalah tapi ini aku cuma mau muter lagu sesuka hati aku kenapa harus premium dulu",1
"sbnrnya kalo ada iklan gapapa sih soalnya gratisan juga, cuma tolong dongggg ini tiap pencet lagu iklannya muncul teruss, yang dulu kayanya ada fitur abis iklan ntar 30 mnt an bebas kan ya? tolong dong dikasi kaya gitu lagi :( overall bagus tp ya ituu, iklannya agak gangu klo keseringan",3
"Lelet banget woy,sportify skrg banyak bet gamgguan nya, 1.banyak iklan horor yang bikin merindinf 2.tiap kli lagu kdg2 ad iklane 3.ini yang baru2 ininhg ganggu bet itu tiap kli mau masuk ke apk nya malah ngeleg g masuk2 pdhl seblum nya lancar2 aja SPORTFY TOLONG DI BENERIN PLISSS!! Soalnya udh kebiasan make apk ini buat demgerin lagu2 online, klu g ada tanggepan ya terpaksa gw pindah ke apk lain buat dengerin musik online. Terimakasih..",2
"Dulu walaupun ga berbayar iklan nya ga sebanyak ini. Sekarang baru 1 atau 2 lagu langsung banyak sekali iklan nya. Kebanyakan iklan nya podcast horor,serem kan jadi takut. mending iklan nya di ganti yang lain aja dan jangan terlalu sering!!!!. Terimakasih",1
"Iklannya semakin MENGGILA! Tiap ganti lagu gk cuma 1 iklan aja, tp 3 iklan berturut2. (Bahkan gw pernah sampe 6× iklan nonstop!!!)INI TERJADI TIAP GANTI 1 LAGU!!! Segalanya harus premium. Bacot premium, lirik lu aja kagak beres malah ngemis2 maksa premium. Dan knp icon love(♥︎) diganti jd icon plus(+)?! Ganggu mata gw aelah. INTINYA PERBAIKI APK LU!!!",1
"Iklan nya keterlaluan!!, Dan juga jika tidak premium maka tidak bisa memilih lagu yang sesuai dengan yang saya mau, teknik marketing yang kurang dari segi memuaskan pelanggan, hanya mementingkan yang premium payah, dan juga lirik tidak bisa dibuka untuk beberapa lagu. PERBAIKIIIIII",1
"Lah ini perangkat aku doang apa semuanya ya,yang putar lagu pasti berurutan dan gak acak gimana sih maksudnya?bagusan yang dulu sih jadi kita bisa dengerin lagunya acak dan gak berurutan☠️",3
"Spotify bagus banget, tapi sayangnya sering banget bermunculan lirik tidak dapat dimuat, dan menurut saya itu sangat mengganggu. Dan setiap saya membuka apk lain yang tentu sudah saya izinkan untuk apk Spotify, baru saja setengah lagu, lagunya langsung hilang begitu saja tidak seperti biasanya. Jadi mohon di perbaiki lagi apknya.",3
"Spotify jujur sebenarnya udah bagus, tapi masih ada kekurangan nya nih, semisal ada beberapa lagu yang lirik nya gak bisa atau tidak memuat, sama iklan nya :'), pls kadang baru nyetel satu lagu tapi iklan nya bisa nyampe 3, udah sii itu ajaa",4
Tolong doong bikin bisa play satu lagu yg diinginkan.... Jangan langsung acak malah dapat lagu yg lain. Malah ga bisa langsung dengar lagu yg sudah dipilih.,3
"Makin kesini spotify makin gaje. Sekarang malah buffering mulu , coba cari lagu juga buffering, mau klik lagu juga buffering katanga ada masalah di koneksi internet. Trus kita coba uninstall dan install lagi , disuruh login ,eh ngga masuk². Kocak! Spotify lagi diboikot apa gimane?",1
Terlalu banyak iklan pas mutar musik padahal baru ganti 1 musik udah ada iklan nya 2-3 kali dan juga maximal penggunaan nya cuma 6 jam kalo ditambahi+ dikurangi iklan mungkin bisa kan,1
"Apk nya sangat bagus, bisa mendengar musik apa saja, tapi sayang nya banyak sekali iklan nya, setiap ganti lagu pasti ada iklan, ini aku kasi bintang 4 karena banyak sekali iklan yg ganggu mana lama lgi jkaln nya",4
"Terlalu banyak iklan, saya pernah mau mendengar satu lagu saja tiba tiba ada 4 iklan yg terputar, mana iklan yg terputar nya 30 detik semua. Saya jadi harus dengar 2 menit iklan terlebih dahulu sebelum mendengar satu lagu saja. Tolong lah jangan terlalu banyak iklan nya saya cuman ingin mendengar satu lagu🙏🏻🙏🏻 ini ada masalah apa sih? Setiap satu lagu pasti ada iklan yg sama terus 30 detik semua, saya cuman pgn dengar lagu harus bnyk iklan ny y?",1
"aku suka kok sama aplikasi nya, dari dulu sampe sekarang. tapi kenapa pengguna gratisan sekarang dibatasi banget ya? kayak contohnya, beberapa lagu lirik nya gaada, bug nya banyak, pokoknya banyak banget deh. terus aku liat ulasannya pengguna premium juga lumayan banyak yang dibatasi loh, gimana ini ngab developer? tolong diperbaiki lagi ya, kangen banget sama Spotify yang dulu.",3
"Updatetan sekarang agak menyusahkan ya, saat di tengah mendengarkan lagu sambil membuka aplikasi lain malah mati, dan lagu tidak bisa di putar karena tidak ada koneksi internet padahal jaringan saya baik, lirik yang tidak bisa di muat dan beberapa hal lain yang menyusahkan.",2
"Untuk Spotify, tolong ya kalau iklan setidaknya jangan yang horor mulu! Gak semua orang suka hal² berbau mistis dan gak semua orang pemberani. Setidaknya diseleksi lah kalau malam kasih iklan yang biasa aja. Ini siang malam horor. Bahkan tengah malam lagi enaknya dengerin lagu malah ada aja iklan horornya lagi. Gue liat juga banyak yang mengeluhkan masalah ini. Tolong ya setidaknya kalau mau pasang iklan dari podcast horor, setidaknya siang aja!",4
"Spotify bgs bgt :D g kaya server sebelah, masa mau login gbsa, nyari lagu hot 2024 gbsa. Ga ky Spotify, semua lagu yang kucari itu selalu ketemu. Tapi, kata kata teruntuk paduka raja admin Spotify,, tolong iklannya jgn banyak banyak;) masa mau dengerin lagu selalu iklan dulu? Gua Sampe hafal loh perkataan iklannya ""Musik itu personal"" ""ketuk banner untuk mempelajari selengkapnya"" dll🙏",5
"Udah oke tapi tolong balikin dong lirik lirik lagunya, masa ada beberapa lagu yang ga muncul liriknya, jelek banget, testi dari yang premium ternyata mereka juga ngalamin yg sama, jadi males premium. Terus kualitas suaranya masih bisa ditingkatin, masa kalah sama YT Music",4
"sekarang kebanyakan iklan walaupun ngga premium, jelek, kadang eror juga, terus kenapa musiknya jadi dibatasi gini? tolong diperbaiki kayak dulu, dan ada beberapa lirik yang tidak tersedia, saya kecewa. tolong diperbaiki.",2
"Jujur aja spotify itu bagus bgt, apalagi buat pecinta musik. Selain buat dengerin musik spotify juga bisa buat dengerin potcast. Tapi, ada masalah yang sering bikin kesel, yaitu liriknya sering banget gak keluar, jadi pas saya mau nyimak liriknya eh malah gaada, dan itu ga ke 1 atau 2 lagu tapi hampir semua. Mohon bantuannya dong developer nya, makasih",4
"Problem banget buat pembelian Spotify premium nya sering banget waktu mau payment error karena koneksi padahal koneksi bagus dan gada masalah apa-apa. Sistemnya dibenerin lagi lah, sebel banget.",3
Sebenarnya gw gak mau kasih rating 2 cuman karna Spotify punya pemaksaan untuk membeli premium jadi tidak bisa memutar lagu sesuka kita dan juga ada iklan yang mengganggu saat mendengarkan musik saya harap iklan dapat di kurang kan karna saya tidak suka gangguan iklan dan pemaksaan untuk membeli premium terimakasih.,2
Pas saya download spotify mulai merasa nyaman mendengarkan lagu lagunya tapi pas susah update beberapa lagu tersebut tidak ada liriknya dan pas saya mau mendengarkan lagu malah di suruh bayar premium padahal sebelumnya tidak seperti itu dan update sekarang terlalu banyak iklan nya mohon di perbaiki yaa kak/bang,2
"Spotify saya hanya bisa di pakai saat menggunakan wifi, saat menggunakan data seluler Spotify nya malah offline padahal jaringan bagus data nya juga baru saya isi , dan ini selalu terjadi saat saya ingin mendengar kan lagu di Spotify menggunakan data seluler.",3
"Heran dan kecewa sama Spotify ini waktu saya mau bayar paket premium aja selalu ga bisa padahal internet saya bagus² aja. Trus giliran udah bayar dan udah masukin kode PIN Spotify premium buat bayar malah bilang "" UPS, kayaknya pulsa anda tidak cukup."" Buta emang Padahal waktu saya cek pulsa saya masih sisa 60.790 sedangkan harga paket premium nya 54.990. tolong di betulin lagi Napa udah update bukannya bagus malah makin jelek. Ga niat emang ini developer nya, buta banget.",1
"Sebenarnya aku suka pake spotify, bisa dengerin lagu diluar aplikasi dan segi tampilan sejauh ini oke. Tapi kok sekarang lagu-lagunya banyak 'tidak dapat memuat lirik' padahal sinyalku bagus dan aplikasinya pun udah terupdate. Semoga pihak spotify segera ngatasin masalah ini ya ಥ⁠_⁠ಥ",4
"Tolong beberapa bug seperti lagu yang tiba-tiba terhenti, lirik yang hilang, seringkali error tiba-tiba harus login lagi, kemudian harap adakan fitur dimana kita dapat memilih beberapa lagu sekaligus kedalam daftar putar, daripada harus satu persatu..",4
"Mengapa bintang 4 , kekurangan bintang 1 tak menjadikan Spotify tidak bagus keseluruhan , bagus di sisi penikmat musik , namun kekurangan nya hanya lirik saja, ada yang tidak bisa di tampilkan.mau premium namun alangkah baiknya ada metode byr oleh pulsa atau lainnya, terimakasih Spotify telah menemaniku, dengan musik pilihan yang keren🙏",4
"Bagus, tapi iklannya agak gimana :v Bukannya masalahin, cuma kadang waktu lagi enak-enaknya dengerin, tiba-tiba muncul iklan pocong. Otomatis kaget lah :""D Dan juga, lemot. Jadinya sering ku re install.",2
"lagunya suka berhenti tiba' dan suaranya kadang suka ga keluar pada detik ke 10 selalu begitu, alhasil tidak ada yang terdengar. dengerin lagu malah gd suaranya, gmna si. tolong dong ini di perbaiki, sangat sangat MENGGANGGU.",3
"Spotify ini sangat bagus, tetapi kenapa lagu yang diputar selalu melenceng ?? saya ingin mendengarkan lagu dari playlist saya, tapi baru 1 lagu yang selesai, lagu yang diluar playlist yang diputar, mengapa ya ? tolong di perbaiki",4
"Random playlist terlalu membosankan,bahkan terkadang tidak sesuai genre lagu yg paling awal diputar,saya kira setelah premium random playlist bakal lebih baik,ternyata sama saja,track nya diambil dari lagu2 yang pernah kita cari,padahal saya berharap bakal dapat lagu-lagu baru bila pakai random playlist",3
"udh mau sebulan lebih masalah ini ga selesai selesai, ni aplikasi iklan nya byak bgt, giliran gua mau langganan beli premium malah gagal mulu, kek mau lu apaan sih anj. gua mau beli premium tapi gagal mulu eror mulu koneksi jelek, padahal jaringan gua bagus² aja wifi gua lancar, gua buka apk lain lancar² aja, giliran mau langganan spotify malah ga bisa.. KOCAKKKKKKKKK",1
"Semakin kesiniii kurang sukaa sama spotify, karenaa banyakk pembaruan yg lebih bisa digunakan ke pengguna premium, sedangkan yg pengguna biasa malah makin berkurang aksesnya untuk bisa pakai spotify, banyak lirik lagu yg ga bisaa dilihatt :) iklan jugaaa banyak banget kira-kira 4 atau 5 lagu habis itu iklan :)",3
"Kenapa ya sblm di update apk ini lancar² aja tp semenjak di update apk ini banyak bug-nya, contoh ""tidak dapat memuat lagu"" pdhl sinyalnya bgs, trus jg kdg gd lirik nya, dan ga smuanya bisa dipilih lagunya, dan jg musiknya jln tp gda suaranya dan terlalu bnyk iklan baru 1× mutar music udh ada iklan aja, pdhl sblm di update apk ini super duper bgs bngtt bs milih lagu sesukanya&sepuasny nah klo skrg gbs, sy jg udh hps trus download lgi, hps chacenya tp ttp gbs, ini gmn ya developer, tlg diperbaiki",2
sudah premium masih juga nggak bisa bikin playlist dengan lagu yang sama.. aneh banget ini spo.. playlist kok harus beda lagu.. pengennya kita itu ya playlist sesuai dengan keinginan kita.. percuma premium.. fxcklah,1
"Sudah lumayan bagus sih Spotify ini Kendala nya cuma,,, ketika waktu dengerin musik gratis udah habis Mau ganti"" lagu masih bisa Tapi pas udah engga bisa ganti lagu Kenapa salalu lagu yang lain malah yang di putar padahal saya memutar lagu favorit saya kenapa lagu"" lain selalu tiba"" di putar.,,, sama tolong iklan nya jangan banyak"" dikit aja dan tolong juga iklan nya jangan yang horor"" terus Itu membuat saya takut Ganti yang lain aja iklan nya atau perbarui iklan"" baru tapi jangan banyak""",3
Lagunya banuak yang saya tau tetapi jadi jarang pakai karena tiba tiba banyak di koleksi lagu yang asal tersukai padahal tidak pernah dengar lagunya 🫤🫤jadi mlas untuk digunakan(juga tak pernah lihat lagu tersebut!😡😠).,2
"Lirik lagu kok sekarang banyak yang hilangan ya? Alias tertulis ""Tidak dapat memuat lirik lagu ini"". Padahal sebelumnya, semua lirik lagu dapat dimuat. Sudah ngelakuin banyak cara, update versi terbaru tepat waktu, pembersihan cache, re-install, dkk, tpi tetap ga muncul. Huft, mengecewakan:(",3
"tambah update tambah gasuka, iklan nya terlalu banyak dan terlalu lama, apalagi iklan nya lebih sering ke arah horor, itu terlalu memaksa buat yang mendengarkan, tolong kurangin iklan spotify saya kurang suka.",3
"spotify makin ke sini makin jelek, tiap buka aplikasi pasti dibilang sedang offline padahal data nyala bahkan pakai wifi juga begitu terus, padahal buka aplikasi lain bisa bisa aja.",1
Apk nya baguss dan seruu...dan kenapa saya beri ranting 4 karena saya cuman agak tidak suka saat lagi asik mendengar lagu tiba tiba muncul iklan dan iklannya pun lama dan banyak..sudah itu saja yang mau saya sampaikan terimakasih🙆🙆,4
"Ini mau beli paket dari aplikasi langsung kok kayak gini? Belum berapa detik langsung nggaj bisa diakses. Lah, maksudnya gimana? Jaringan lancar jaya, nggak lemot. Masih bisa di akali kalau mau beli paket, tapi kalau klaim hadiah dari misi yang telah di kerjakan? Nggak tahu, makin di update makin nggak ngotak masalahnya. Bahkan ini kejadian sudah lumayan lama, plis lah kalau update aplikasi jangan cuma tampilannya di perbaiki, sistem nya juga dong. Yang tadi udah mau seneng udah nggak mood😒🙄",1
Spotify sekarang tidak bisa mempercepat atau putar ulang music padahal sebelumnya bisa tapi sekarang tidak bisa mungkin harus langganan. Tolong lah developer jangan nambah batas lagi sekalian music nya potong jadi setengah lalu premium. Tolong developer fiturnya jangan dibatas beri lah fitur download pun jadi lah. Semoga dibaca Ama developer nya,1
